,index,url,supermarket,referencia
766,4464,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cereales/p/135900,dia-es,100332
896,4464,https://tienda.mercadona.es/product/2714/filetes-lomo-cerdo-bandeja,mercadona-es,100333
767,4465,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cereales/p/149577,dia-es,100334
897,4465,https://tienda.mercadona.es/product/2810/carrillada-cerdo-bandeja,mercadona-es,100335
898,4468,https://tienda.mercadona.es/product/2812/media-careta-cerdo-sin-oreja-bandeja,mercadona-es,100336
769,4469,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cereales/p/43947,dia-es,100337
899,4469,https://tienda.mercadona.es/product/2684/codillo-cerdo-bandeja,mercadona-es,100338
900,4470,https://tienda.mercadona.es/product/4915/presa-cerdo-iberico-bandeja,mercadona-es,100339
770,4471,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cereales/p/67929,dia-es,100340
901,4471,https://tienda.mercadona.es/product/4919/secreto-cerdo-iberico-bandeja,mercadona-es,100341
771,4472,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cereales/p/74306,dia-es,100342
902,4472,https://tienda.mercadona.es/product/4917/solomillo-cerdo-iberico-bandeja,mercadona-es,100343
903,4473,https://tienda.mercadona.es/product/4900/chuletas-aguja-cerdo-bandeja,mercadona-es,100344
904,4474,https://tienda.mercadona.es/product/4570/solomillo-cerdo-paquete,mercadona-es,100345
905,4475,https://tienda.mercadona.es/product/2570/oreja-cerdo-bandeja,mercadona-es,100346
906,4476,https://tienda.mercadona.es/product/1154/codillo-cerdo-semicocido-estilo-aleman,mercadona-es,100347
772,4477,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cereales/p/283097,dia-es,100348
907,4477,https://tienda.mercadona.es/product/2849/filetes-lomo-cerdo-extra-tiernos-bandeja,mercadona-es,100349
908,4478,https://tienda.mercadona.es/product/4590/lomo-cerdo-trozo-pieza,mercadona-es,100350
909,4532,https://tienda.mercadona.es/product/52176/pate-cerdo-sabor-suave-hacendado-pack-3,mercadona-es,100351
910,4533,https://tienda.mercadona.es/product/52311/pate-cerdo-con-pimienta-hacendado-tarro,mercadona-es,100352
850,1439,https://tienda.mercadona.es/product/52884/salchichas-cocidas-con-leche-campofrio-pollo-cerdo-pavo-paquete,mercadona-es,100353
956,1439,https://tienda.mercadona.es/product/52884/salchichas-cocidas-con-leche-campofrio-pollo-cerdo-pavo-paquete,mercadona-es,100354
871,2124,https://tienda.mercadona.es/product/23305/chuletas-cerdo-sajonia-bandeja,mercadona-es,100355
1014,2124,https://tienda.mercadona.es/product/23305/chuletas-cerdo-sajonia-bandeja,mercadona-es,100356
233,994,https://www.dia.es/compra-online/platos-preparados/tortillas/p/267420,dia-es,100357
234,999,https://www.dia.es/compra-online/platos-preparados/legumbres/p/27933,dia-es,100358
235,1029,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/286351,dia-es,100359
236,1030,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/15976,dia-es,100360
237,1035,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/190572,dia-es,100361
238,1037,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/188383,dia-es,100362
239,1041,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/219299,dia-es,100363
240,1046,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273976,dia-es,100364
241,1049,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273988,dia-es,100365
242,1050,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273991,dia-es,100366
244,1056,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273994,dia-es,100367
271,1056,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273994,dia-es,100368
245,1067,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/188384,dia-es,100369
246,1071,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/219307,dia-es,100370
247,1072,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/229189,dia-es,100371
248,1076,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273977,dia-es,100372
249,1081,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273980,dia-es,100373
50,1091,https://www.carrefour.es/supermercado/tarrito-de-pavo-con-verduras-desde-6-meses-ecologico-smileat-sin-gluten-230-g/R-846800388/p,carrefour-es,100374
250,1091,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273984,dia-es,100375
251,1092,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273979,dia-es,100376
252,1093,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273996,dia-es,100377
253,1123,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273978,dia-es,100378
254,1124,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273985,dia-es,100379
255,1510,https://www.dia.es/compra-online/platos-preparados/pastas-y-arroces/p/266360,dia-es,100380
256,2553,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/51728,dia-es,100381
257,2555,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/284228,dia-es,100382
1243,2555,https://tienda.mercadona.es/product/9351/cereales-rellenos-chocolate-negro-hacendado-paquete,mercadona-es,100383
258,3000,https://www.dia.es/compra-online/platos-preparados/carne/p/278679,dia-es,100384
259,3001,https://www.dia.es/compra-online/platos-preparados/carne/p/184886,dia-es,100385
919,3001,https://tienda.mercadona.es/product/81928/bacalao-punto-sal-bandeja,mercadona-es,100386
260,3038,https://www.dia.es/compra-online/frescos/carne/cerdo/p/273359,dia-es,100387
261,4571,https://www.dia.es/compra-online/despensa/conservas/conservas-de-carne/p/33811,dia-es,100388
244,1056,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273994,dia-es,100389
271,1056,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/273994,dia-es,100390
924,1809,https://tienda.mercadona.es/product/80773/tortilla-patata-con-chorizo-hacendado-con-aceite-oliva-bandeja,mercadona-es,100391
925,2576,https://tienda.mercadona.es/product/55135/taquitos-chorizo-revilla-pack-2,mercadona-es,100392
926,2580,https://tienda.mercadona.es/product/58247/mini-chorizo-iberico-extra-hacienda-iberico-pieza,mercadona-es,100393
927,4582,https://tienda.mercadona.es/product/63586/pizza-chorizo-hacendado-ultracongelada,mercadona-es,100394
74,1329,https://www.carrefour.es/supermercado/helado-de-nueces-de-macadamia-haagen-dazs-sin-gluten-460-ml/R-prod1000093/p,carrefour-es,100395
174,2300,https://www.carrefour.es/supermercado/mini-bombon-helado-de-caramelo-con-nueces-pecanas-vainilla-almendrado-y-chocolate-blanco-con-frutos-rojos-nuii-6-ud/R-VC4AECOMM-724154/p,carrefour-es,100396
360,55,https://www.dia.es/compra-online/despensa/dieteticos/complementos-nutricionales/p/287449,dia-es,100397
361,1651,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/221417,dia-es,100398
362,1658,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/252335,dia-es,100399
363,1665,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/262839,dia-es,100400
364,2658,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/121677,dia-es,100401
1049,2658,https://tienda.mercadona.es/product/61358/risotto-champinones-hacendado-ultracongelados-paquete,mercadona-es,100402
365,3116,https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/272513,dia-es,100403
366,3421,https://www.dia.es/compra-online/despensa/aperitivos/p/271614,dia-es,100404
367,3468,https://www.dia.es/compra-online/despensa/aperitivos/p/274266,dia-es,100405
368,3577,https://www.dia.es/compra-online/congelados/helados/p/271064,dia-es,100406
369,3836,https://www.dia.es/compra-online/cuidado-personal/bano-e-higiene-personal/geles-de-duchas-y-esponjas/p/273963,dia-es,100407
370,5138,https://www.dia.es/compra-online/despensa/aperitivos/p/214775,dia-es,100408
371,569,https://www.dia.es/compra-online/mascotas/gatos/p/210964,dia-es,100409
1039,569,https://tienda.mercadona.es/product/84458/trenza-con-nueces-4-pieza,mercadona-es,100410
1040,589,https://tienda.mercadona.es/product/84904/bizcocho-con-azucar-moreno-nueces-bandeja,mercadona-es,100411
148,661,https://www.carrefour.es/supermercado/barritas-de-proteinas-sabor-chocolate-blanco-y-frambuesa-prozis-pack-de-6-barritas-de-30-g/R-prod840801/p,carrefour-es,100412
1041,661,https://tienda.mercadona.es/product/21329/bifidus-desnatado-con-nueces-cereales-hacendado-0-mg-pack-4,mercadona-es,100413
1042,1022,https://tienda.mercadona.es/product/51168/mousse-queso-nueces-hacendado-tarrina,mercadona-es,100414
1043,2677,https://tienda.mercadona.es/product/64104/helado-vainilla-praline-con-nueces-pecan-hacendado-tarrina,mercadona-es,100415
1044,2679,https://tienda.mercadona.es/product/64435/helado-vainilla-nueces-macadamia-hacendado-bote,mercadona-es,100416
1045,3066,https://tienda.mercadona.es/product/83843.1/pan-nueces-85,mercadona-es,100417
289,3081,https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/cocidos/p/288206,dia-es,100418
1046,3081,https://tienda.mercadona.es/product/83843.2/pan-nueces-85-rebanado,mercadona-es,100419
505,3361,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/infusiones/p/278699,dia-es,100420
1047,3361,https://tienda.mercadona.es/product/10281/bebida-lactea-omega-3-puleva-con-nueces-leche-desnatada-pack-6,mercadona-es,100421
1048,3386,https://tienda.mercadona.es/product/10282/bebida-lactea-omega-3-puleva-con-nueces-leche-desnatada-brick,mercadona-es,100422
415,2865,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/282347,dia-es,100423
799,2865,https://tienda.mercadona.es/product/69744/ensalada-mezcla-gourmet-compuesta-escarola-rizada-radicchio-canonigos-paquete,mercadona-es,100424
417,2867,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/284482,dia-es,100425
800,2867,https://tienda.mercadona.es/product/69810/ensalada-mezcla-brotes-tiernos-maxi-compuesto-batavia-roja-verde-lollo-rojo-espinacas-rucula-paquete,mercadona-es,100426
418,2868,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/284483,dia-es,100427
801,2868,https://tienda.mercadona.es/product/69840/ensalada-mezcla-tierna-compuesta-lechuga-hoja-roble-verde-brotes-lechuga-batavia-roja-lechuga-trocadero-paquete,mercadona-es,100428
802,2870,https://tienda.mercadona.es/product/69697/ensalada-mezcla-duo-canonigos-rucula-paquete,mercadona-es,100429
423,2874,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/1000,dia-es,100430
803,2874,https://tienda.mercadona.es/product/69714/ensalada-california-compuesta-mezcla-hortalizas-frescas-nueces-picatostes-bacon-cebolla-frita-uvas-pasas-salsa-miel-mostaza-incluye-tenedor-bol,mercadona-es,100431
804,2875,https://tienda.mercadona.es/product/69756/ensalada-casa-compuesta-escarola-lisa-achicoria-escarola-rizada-maiz-dulce-tomate-cherry-zanahoria-aceitunas-verdes-bol,mercadona-es,100432
424,2876,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/120184,dia-es,100433
805,2876,https://tienda.mercadona.es/product/69872/ensalada-ensatun-compuesta-zanahoria-mozzarella-aceitunas-verdes-lechuga-iceberg-lechuga-hoja-roble-maiz-atun-aceite-vegetal-tomate-cherry-aceite-sal-vinagre-incluye-tenedor-bol,mercadona-es,100434
425,2877,https://www.dia.es/compra-online/despensa/salsas/mayonesa-y-otras-salsas/p/122840,dia-es,100435
806,2877,https://tienda.mercadona.es/product/69461/ensalada-pasta-compuesta-pasta-fiambre-jamon-pavo-salsa-yogur-incluye-tenedor-bol,mercadona-es,100436
807,2892,https://tienda.mercadona.es/product/69706/ensalada-mezcla-4-estaciones-compuesta-lechuga-iceberg-zanahoria-col-lombarda-paquete,mercadona-es,100437
808,2893,https://tienda.mercadona.es/product/69757/ensalada-mezcla-brotes-tiernos-compuesta-brotes-batavia-roja-verde-lollo-rojo-rucula-espinaca-baby-paquete,mercadona-es,100438
809,2897,https://tienda.mercadona.es/product/69741/ensalada-mezcla-gourmet-maxi-compuesta-escarola-rizada-canonigos-achicoria-paquete,mercadona-es,100439
810,2899,https://tienda.mercadona.es/product/69703/ensalada-mezcla-primavera-compuesta-escarola-lisa-escarola-rizada-achicoria-paquete,mercadona-es,100440
811,2900,https://tienda.mercadona.es/product/69750/ensalada-mezcla-fresca-compuesta-escarola-rizada-col-lombarda-rucula-espinacas-lechuga-lollo-rosso-paquete,mercadona-es,100441
812,2903,https://tienda.mercadona.es/product/69746/ensalada-cesar-compuesta-mezcla-hortalizas-pollo-queso-salsa-cesar-picatostes-incluye-tenedor-bol,mercadona-es,100442
813,2905,https://tienda.mercadona.es/product/69742/ensalada-mil-islas-compuesta-lechuga-iceberg-escarola-lisa-surimi-col-blanca-zanahoria-maiz-salsa-rosa-incluye-tenedor-bol,mercadona-es,100443
814,2906,https://tienda.mercadona.es/product/69884/ensalada-jamon-compuesta-jamon-curado-queso-curado-picatostes-con-tomate-oregano-aceite-sal-vinagre-incluye-tenedor-bol,mercadona-es,100444
815,2907,https://tienda.mercadona.es/product/69474/ensalada-queso-cabra-compuesta-brotes-manzana-queso-cabra-frutos-secos-vinagreta-balsamica-incluye-tenedor-bol,mercadona-es,100445
816,4606,https://tienda.mercadona.es/product/16106/ensalada-pimientos-piquillo-cidacos-pack-2,mercadona-es,100446
817,4633,https://tienda.mercadona.es/product/16750/ensalada-china-hacendado-con-mazorquitas-tarro,mercadona-es,100447
536,831,https://www.dia.es/compra-online/cuidado-personal/cuidado-corporal/crema-facial/p/276978,dia-es,100448
537,1142,https://www.dia.es/compra-online/frescos/frutas/frutas-tropicales/p/275009,dia-es,100449
538,1939,https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/aceites/p/280368,dia-es,100450
539,5283,https://www.dia.es/compra-online/cuidado-personal/bano-e-higiene-personal/champus/p/233300,dia-es,100451
540,5294,https://www.dia.es/compra-online/cuidado-personal/bano-e-higiene-personal/champus/p/271322,dia-es,100452
40,631,https://www.carrefour.es/supermercado/crema-de-calabaza-carrefour-bio-485-ml/R-VC4AECOMM-649566/p,carrefour-es,100453
41,659,https://www.carrefour.es/supermercado/semillas-de-lino-girasolcalabaza-sesamo-y-bayas-de-goji-molidas-ecologicas-linwoods-sin-gluten-200-g/R-759007973/p,carrefour-es,100454
42,1616,https://www.carrefour.es/supermercado/pipas-de-calabaza-crudas-peladas-ecologicas-carrefour-bio-doy-pack-125-g/R-VC4AECOMM-464423/p,carrefour-es,100455
262,21,https://www.dia.es/compra-online/despensa/pan/pan-de-molde/p/210477,dia-es,100456
263,1877,https://www.dia.es/compra-online/despensa/sopas/cremas-y-pures/p/27907,dia-es,100457
264,1907,https://www.dia.es/compra-online/despensa/sopas/cremas-y-pures/p/261930,dia-es,100458
265,4738,https://www.dia.es/compra-online/platos-preparados/verduras/p/173568,dia-es,100459
266,5114,https://www.dia.es/compra-online/despensa/aperitivos/p/251462,dia-es,100460
4,382,https://www.carrefour.es/supermercado/magro-de-cerdo-iberico-cocido-lourino-200-g/R-521016166/p,carrefour-es,100461
928,382,https://tienda.mercadona.es/product/3387/media-calabaza-cacahuete-12-pieza,mercadona-es,100462
582,1269,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/chocolates-y-bombones/p/235055,dia-es,100463
929,1269,https://tienda.mercadona.es/product/34188/pipas-calabaza-natural-hacendado-peladas-paquete,mercadona-es,100464
590,1277,https://www.dia.es/compra-online/despensa/desayunos-y-dulces/chocolates-y-bombones/p/253602,dia-es,100465
930,1277,https://tienda.mercadona.es/product/34095/pipas-calabaza-tostadas-hacendado-aguasal-paquete,mercadona-es,100466
931,1282,https://tienda.mercadona.es/product/12012/combinado-frutos-secos-frutas-desecadas-semillas-calabaza-hacendado-ideal-ensaladas-pastas-bote,mercadona-es,100467
932,3624,https://tienda.mercadona.es/product/83869/pan-molde-semillas-pipas-calabaza-hacendado-paquete,mercadona-es,100468
933,4202,https://tienda.mercadona.es/product/23225/crema-calabaza-zanahoria-hacendado-bol,mercadona-es,100469
934,4236,https://tienda.mercadona.es/product/13499/crema-calabaza-hacendado-brick,mercadona-es,100470
935,4322,https://tienda.mercadona.es/product/6152/medialunas-frescas-calabaza-crema-quesos-bel-canto-bandeja,mercadona-es,100471
73,628,https://www.carrefour.es/supermercado/wok-de-tallarines-con-pollo-al-curry-carrefour-300-g/R-608701822/p,carrefour-es,100472
358,1474,https://www.dia.es/compra-online/despensa/cocina-internacional/otras/p/285600,dia-es,100473
359,2914,https://www.dia.es/compra-online/despensa/sal-y-especias/p/33380,dia-es,100474
1032,643,https://tienda.mercadona.es/product/23623/croquetas-caprichos-thai-hacendado-coliflor-leche-coco-curry-bandeja,mercadona-es,100475
1033,1792,https://tienda.mercadona.es/product/4498/pollo-curry-hacendado-con-arroz-basmati-bandeja,mercadona-es,100476
1034,3010,https://tienda.mercadona.es/product/82961/salmon-curry-hacendado-bandeja,mercadona-es,100477
1035,3011,https://tienda.mercadona.es/product/83346/salmon-curry-con-arroz-bandeja,mercadona-es,100478
917,89,https://tienda.mercadona.es/product/13787/bacalao-ahumado-hacendado-aceite-girasol-bandeja,mercadona-es,100479
918,2988,https://tienda.mercadona.es/product/82975/bacalao-estilo-pil-pil-bandeja,mercadona-es,100480
259,3001,https://www.dia.es/compra-online/platos-preparados/carne/p/184886,dia-es,100481
919,3001,https://tienda.mercadona.es/product/81928/bacalao-punto-sal-bandeja,mercadona-es,100482
920,3527,https://tienda.mercadona.es/product/81204.1/bacalao-rodajas-pieza,mercadona-es,100483
921,3528,https://tienda.mercadona.es/product/81204.2/bacalao-abierto-libro-sin-cabeza-sin-espina-pieza,mercadona-es,100484
922,3595,https://tienda.mercadona.es/product/81204.3/bacalao-media-pieza-rodajas-12-pieza,mercadona-es,100485
923,3596,https://tienda.mercadona.es/product/81204.4/bacalao-media-pieza-abierto-libro-sin-cabeza-sin-espina-12-pieza,mercadona-es,100486
38,518,https://www.carrefour.es/supermercado/bacalao-desalado-desmigado-procedente-de-pesca-sostenible-carrefour-250-g/R-prod73618/p,carrefour-es,100487
39,519,https://www.carrefour.es/supermercado/bacalao-dorado-marvanejo-sin-gluten-240-g/R-530067158/p,carrefour-es,100488
